自動車メーカー,車種,型式,年式,適合詳細,Fr/Rr,SET価格,Camp価格,商品ID,メーカー品番,メーカー名,商品名,種類,仕様,備考,定価,販売価格,工賃
スズキ,ワゴンR,CT21S,93/9～98/9,NA・ABS付,フロント,24600,,122158,371032,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,CT21S,93/9～98/9,NA・ABS無 車台No.→360000,フロント,24600,,88768,371026,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,CT21S,93/9～98/9,ターボ,フロント,24600,,76632,371032,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,CV21S,93/9～98/9,NA・ABS付,フロント,24600,,122159,371032,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,CV21S,93/9～98/9,NA・ABS無 車台No.→150000,フロント,24600,,82160,371026,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,CV21S,93/9～98/9,ターボ,フロント,24600,,76633,371032,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MC11S/MC12S/MC21S/MC22S,98/10～03/08,,フロント,24600,,109230,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH21S,03/09～04/11,NA・4WD 車台No.→460000,フロント,24600,,122163,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH21S,03/09～04/11,NA・FF車 車台No.→300000,フロント,24600,,96005,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH21S,03/09～05/08,RR-DI(直噴ターボ)車台No.→840000,フロント,24600,,76637,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH21S,03/09～05/08,ターボ 車台No.→600000,フロント,24600,,83142,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH21S,04/12～,NA・4WD 車台No.460001→,フロント,24600,,76943,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH21S,04/12～,NA・FF車 車台No.300001→,フロント,24600,,89753,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH21S,05/08～,RR-DI(直噴ターボ)車台No.840001→,フロント,24600,,89754,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH21S,05/08～,ターボ 車台No.600001→,フロント,24600,,96011,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH22S,07/01～08/09,NA&ターボ,フロント,24600,,115830,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH23S,08/09～12/09,NA&ターボ,フロント,24600,,83146,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH34S,12/09～17/02,NA&ターボ,フロント,24600,,96012,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH44S,14/08～17/02,ALL MODEL,フロント,24600,,102544,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,ワゴンR,MH55S,17/02～,ターボ(スティングレー ハイブリッド T),フロント,24600,,88774,371058,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スバル,R1,RJ1/RJ2,04/11～,,フロント,24600,,121734,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スバル,R2,RC1/RC2,03/12～,,フロント,24600,,121735,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スバル,サンバー/サンバーディアス,TW1/TW2,02/08～09/09,NA&スーパーチャージャー<br>F～型,フロント,24600,,114110,331022,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スバル,ステラ,LA100F,11/05～12/12,NA,フロント,24600,,101196,341200,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スバル,ステラ,LA100F,11/05～12/12,ターボ,フロント,24600,,108510,381090,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スバル,ステラ,LA100F,12/12～,NA,フロント,24600,,101838,381090,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スバル,ステラ,LA100F,12/12～,ターボ,フロント,24600,,108511,381090,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スバル,ステラ,LA110F,11/05～,ターボ,フロント,24600,,101839,381090,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
