自動車メーカー,車種,型式/モデル,年式,適合詳細,アッパーマウント,販売価格,Camp売価,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,タイプ,アッパーマウント【F|R】,スプリングレート 自由長(mm)/レート(kgf)【F|R】,ダウン量(-mm)【F|R】,全長調整範囲(mm) ダウン量から+/-【F|R】,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,備考,定価,SET価格,納期
DODGE,マグナム,LX,2004.9～,2WD,Fr：固定式ピロボール<br>Rr：固定式ピロボール,536844,,212340,3AA-CR1-A1-000-2CUP-qq-e-129,出さない,3AA.CR1.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,固定式ピロボール|固定式ピロボール,250/12+1|(10),30|30,+30/-30|+30/-30,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,レベライザー有/無 要確認<br>withアラゴスタカップ 2CUPはリモコンKIT付き,660000,出さない,受注生産　1ヶ月程度
DODGE,マグナム,LX,2004.9～,4WD,Fr：固定式ピロボール<br>Rr：固定式ピロボール,536844,,212343,3AA-DG1-A1-000-2CUP-qq-e-44,出さない,3AA.DG1.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,固定式ピロボール|固定式ピロボール,250/12+1|(14),40|40,+40/-10|+10/-20,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,レベライザー有/無 要確認<br>withアラゴスタカップ 2CUPはリモコンKIT付き,660000,出さない,受注生産　1ヶ月程度
DODGE,マグナム,LX/2WD,2004/9～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,312876,,212027,3AA-CR1-A1-000-qq-e-86,出さない,3AA.CR1.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,250/12+1|(10),30|30,+30/-30|+30/-30,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,レベライザー有/無 要確認<br>withアラゴスタカップ 2CUPはリモコンKIT付き,400000,出さない,受注生産　2～3週間程度
DODGE,マグナム,LX/4WD,2004/9～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,312876,,212676,3AA-DG1-A1-000-qq-e-87,出さない,3AA.DG1.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,250/12+1|(14),40|40,+40/-10|+10/-20,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,レベライザー有/無 要確認<br>withアラゴスタカップ 2CUPはリモコンKIT付き,400000,出さない,受注生産　2～3週間程度
FERRARI,246,ディーノ,1968～1974,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,351656,,212353,3AA-FRA-A1-000-qq-e-88,出さない,3AA.FRA.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/4|200/6,10|10,+15/-15|+15/-10,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,450000,出さない,受注生産　2～3週間程度
FERRARI,308/328前期(～76625),ストリート,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,297365,,211672,3AA-FR5-B1-000-qq-e-96,出さない,3AA.FR5.B1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/5|200/6,0|15,+10/-10|+10/-20,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,全長固定、プリロード調整範囲の数値,380000,出さない,受注生産　2～3週間程度
FERRARI,308/328前期(～76625),スポーツ,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,297365,,212350,3AA-FR5-A1-000-qq-e-97,出さない,3AA.FR5.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,175/8|200/8,0|15,+10/-4|+10/-13,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,全長固定、プリロード調整範囲の数値,380000,出さない,受注生産　2～3週間程度
FERRARI,328後期(76626～),ストリート,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,312876,,212970,3AA-FR1-B1-000-qq-e-98,出さない,3AA.FR1.B1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/5|200/6,0|15,+10/-10|+10/-10,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,全長固定、プリロード調整範囲の数値,400000,出さない,受注生産　2～3週間程度
FERRARI,328後期(76626～),スポーツ,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,312876,,212347,3AA-FR1-A1-000-qq-e-99,出さない,3AA.FR1.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,175/8|200/8,0|15,+5/-5|+10/-10,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,全長固定、プリロード調整範囲の数値,400000,出さない,受注生産　2～3週間程度
FERRARI,348,ストリート,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,328389,,211670,3AA-FR2-B1-000-qq-e-89,出さない,3AA.FR2.B1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/5|250/6,10|10,+15/-5|+10/-10,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,420000,出さない,受注生産　2～3週間程度
FERRARI,348,スポーツ,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,328389,,211669,3AA-FR2-A1-000-qq-e-90,出さない,3AA.FR2.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/12|200/8,10|10,+15/-5|+10/-10,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,420000,出さない,受注生産　2～3週間程度
FERRARI,355,ストリート,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,328389,,211301,3AA-FR3-B1-000-qq-e-91,出さない,3AA.FR3.B1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/5|250/6,10|10,+4/-20|+7/-17,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,電子制御ダンパー設定無し,420000,出さない,受注生産　2～3週間程度
FERRARI,355,スポーツ,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,328389,,212348,3AA-FR3-A1-000-qq-e-92,出さない,3AA.FR3.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/12|200/8,10|10,+5/-17|+15/-9,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,電子制御ダンパー設定無し,420000,出さない,受注生産　2～3週間程度
FERRARI,360,スパイダー,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,351656,,211673,3AA-FR6-B1-000-qq-e-93,出さない,3AA.FR6.B1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/12|200/16,655|680,,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,電子制御ダンパー設定無し<br>ダウン量は地上～フェンダーアーチ中央が目安,450000,出さない,受注生産　2～3週間程度
FERRARI,360,モデナ,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,351656,,212351,3AA-FR6-A1-000-qq-e-94,出さない,3AA.FR6.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/12|200/14,655|680,,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,電子制御ダンパー設定無し<br>ダウン量は地上～フェンダーアーチ中央が目安,450000,出さない,受注生産　2～3週間程度
FERRARI,512,TR/M,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,483504,,212352,3AA-FR8-A1-000-qq-e-95,出さない,3AA.FR8.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,150/10|200/5,11|12,+13/-10|+10/-13,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,6本ショック(リア4本),620000,出さない,受注生産　2～3週間程度
FERRARI,612スカリエッティー,,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,374923,,211302,3AA-FRC-A1-000-qq-e-1,出さない,3AA.FRC.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,250/6|250/6,,+15/-0|+10/-10,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,電子制御ダンパー設定無し,480000,出さない,受注生産　2～3週間程度
FERRARI,F40,,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,452481,,211674,3AA-FR9-A1-000-qq-e-2,出さない,3AA.FR9.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,150/8+1|150/12+3,20|20,-|+5/-5,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,前後2WAYサブタンク仕様,580000,出さない,受注生産　2～3週間程度
FERRARI,F430,クーペ/スパイダー,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,351656,,212681,3AA-FRB-A1-000-qq-e-3,出さない,3AA.FRB.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/14|200/18,35|25,,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,電子制御ダンパー設定無し,450000,出さない,受注生産　2～3週間程度
FERRARI,F550,,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,374923,,212971,3AA-FR7-A1-000-qq-e-4,出さない,3AA.FR7.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/9|200/6,657|678,+15/-15|-,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,電子制御ダンパー設定無し<br>リアのみ2WAYサブタンク仕様<br>ダウン量は地上～フェンダーアーチ中央が目安,480000,出さない,受注生産　2～3週間程度
FERRARI,テスタロッサ,STD,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,483504,,212349,3AA-FR4-A1-000-qq-e-5,出さない,3AA.FR4.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,150/12|200/5,20|20,+5/-14|+0/-20,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,6本ショック(リア4本),620000,出さない,受注生産　2～3週間程度
FERRARI,テスタロッサ,ケーニッヒ,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,483504,,211671,3AA-FR4-B1-000-qq-e-6,出さない,3AA.FR4.B1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,175/10|200/10,20|20,+10/-10|+5/-15,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,6本ショック(リア4本),620000,出さない,受注生産　2～3週間程度
FIAT,124/アバルト/124スパイダー,NF2EK,2016.10～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,406700,,211667,3AA-FI9-A1-000-2CUP-qq-e-46,出さない,3AA.FI9.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,固定式ピロボール|固定式ピロボール,200/10|225/5,40|35,+50/-26|+50/-29,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,500000,出さない,受注生産　1ヶ月程度
FIAT,124/アバルト124スパイダー,NF2EK,2016/10～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,227563,,211300,3AA-FI9-A1-000-qq-e-8,出さない,3AA.FI9.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/10|225/5,40|35,+50/-26|+50/-29,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,290000,出さない,受注生産　2～3週間程度
FIAT,124/アバルト124スパイダー,NF2EK,2016/10～,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,215929,,212969,3AA-FI9-A1-R00-qq-e-10,出さない,3AA.FI9.A1.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|固定式強化ラバー,200/10|225/5,40|35,+50/-26|+50/-29,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,275000,出さない,受注生産　2～3週間程度
FIAT,500/500C/アバルト595,312/0.9L、1.2L、ABARTH,2007/8～,,Fr：純正流用<br>Rr：上下ラバーブッシュ,235319,,212679,3AA-FI7-A1-000-qq-e-39,3AA-FI7-A1-000-qq-e-d-39,3AA.FI7.A1.000,Aragosta,全長調整式車高調,S,純正流用|上下ラバーブッシュ,200/7|(4),10|35,+35/-20|+15/-15,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,300000,260000,受注生産　2～3週間程度
FIAT,X1/9,1.3、1.5,1973～1982,,Fr：調整式ピロボール<br>Rr：調整式ピロボール,297365,,212678,3AA-FI6-A1-000-qq-e-11,出さない,3AA.FI6.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|調整式ピロボール,250/4|250/5,25|25,+40/-10|+40/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,380000,出さない,受注生産　2～3週間程度
